gen,#103,#49,#175,#167,#160,#62,#141,#157,#53,#164,#28,#41,#11,#47,#4,#106,#95,#101,#181,#122,#73,#112,#193,#166,#163,#120,#18,#183,#26,#121,#45,#113,#194,#71,#153,#32,#188,#173,#29,#156,#176,#27,#199,#142,#178,#179,#31,#15,#69,#68,#140,#1,#197,#25,#22,#171,#66,#64,#21,#59,#139,#74,#155,#108,#124,#200,#114,#198,#145,#174,#180,#33,#99,#110,#128,#138,#100,#137,#79,#80,#61,#81,#131,#17,#72,#105,#146,#189,#6,#158,#2,#46,#93,#109,#117,#104,#149,#195,#89,#24,#14,#119,#129,#144,#172,#51,#20,#125,#3,#154,#34,#190,#143,#87,#98,#126,#44,#56,#107,#118,#116,#23,#30,#63,#60,#65,#97,#170,#43,#54,#40,#168,#177,#184,#152,#58,#134,#136,#182,#10,#90,#111,#67,#76,#5,#38,#130,#82,#42,#123,#37,#96,#84,#36,#57,#88,#133,#165,#52,#13,#7,#115,#151,#185,#48,#50,#85,#148,#75,#102,#77,#94,#55,#78,#35,#70,#159,#162,#39,#196,#83,#91,#191,#9,#135,#169,#127,#19,#132,#147,#161,#16,#192,#86,#186,#150,#12,#8,#92,#187
1,-0.5912518,-0.030830713,-0.0641373,0.7346134,0.0668287,-0.50310475,-0.635451,0.64864814,-0.3728157,0.8776724,-0.08254672,-0.38163552,0.17371996,-0.7751057,0.38594085,0.3282496,-0.06648882,-0.2512318,0.319521,-0.85884297,-0.25886476,-0.95947057,0.905743,-0.7901394,-0.96678513,-0.35928303,-0.9932043,-0.52961135,-0.22138104,-0.40986472,-0.69095665,-0.8499261,0.0854552,0.98247534,-0.8313572,-0.82263124,0.58072835,0.7849667,-0.29702702,0.15113635,0.42068595,-0.32285815,0.9930042,0.64364576,-0.19029781,-0.16293143,-0.2720212,0.9959148,0.62276834,-0.3856902,-0.37602055,0.933849,-0.0072198985,-0.6051647,0.7664155,-0.46748155,-0.5567527,0.64010864,0.77087957,-0.35651976,0.14981882,-0.27344358,-0.9291698,0.5443253,-0.6951043,-0.50635034,0.88985807,-0.4595452,0.8526942,-0.04380592,-0.17383918,0.34684452,0.070371985,0.6260074,0.31693318,0.2224793,0.39176604,0.5029474,0.0071228454,0.21376818,-0.51309615,-0.074719965,-0.3818114,0.9390722,-0.864086,0.40519056,-0.08854375,0.77734554,0.25704968,-0.052893996,-0.9861299,-0.04447883,0.23257469,0.078018054,-0.8222666,-0.42913494,0.17595056,-0.50592786,-0.1495001,-0.24591213,-0.5200544,-0.89539564,-0.9566555,-0.6302055,0.29628626,-0.12478599,0.34444338,0.854859,0.7901176,-0.009485465,-0.40850255,-0.7579729,0.8925096,0.078714594,-0.17050985,0.31709072,-0.6050741,0.2566394,-0.1542917,0.9631482,-0.108102866,0.60605764,-0.61016864,-0.8940055,0.44083837,0.3114372,0.1822284,-0.76196015,-0.87895805,0.71818054,-0.30080363,0.6022137,0.70172936,0.30536842,0.6089035,-0.66330206,0.8687019,0.5001308,-0.5319183,-0.16098347,-0.1901113,0.61335766,0.15311953,-0.48663098,0.6211748,0.52887696,0.20929061,-0.7938854,0.49477547,-0.92780274,0.72666025,-0.10879202,0.9545432,0.63391286,-0.374677,0.5331329,-0.67993647,-0.5948892,0.3748089,-0.030203769,0.26349103,-0.10140949,0.07636156,-0.8056918,-0.6414467,-0.92483985,0.03936824,-0.45930776,-0.47164035,-0.21657252,-0.58116156,0.067642,0.2930665,-0.63092065,-0.58494985,-0.089945406,-0.94585985,-0.6165263,-0.47183213,-0.62411803,0.5766548,0.46015096,-0.4712921,0.18405494,-0.57057124,-0.70378095,-0.7477304,-0.3639965,-0.6264216,0.39934248,0.9077394,-0.6790082,-0.58420634,0.7969857,-0.054698754,0.92443573,-0.3045671,0.22813676,-0.9711492,0.42392364
,-0.37234646,-0.19978666,0.32431564,0.9267325,-0.79592425,-0.2096059,0.30834556,0.90215766,0.8219079,0.92447954,0.30950004,0.5958729,-0.97014743,-0.5315349,0.8564247,-0.23769507,-0.51339304,-0.2698731,-0.017094957,0.7863385,-0.90845704,0.4650032,0.9358497,-0.3242728,0.17953657,-0.34561166,0.9465529,-0.34345382,0.5440709,-0.5837649,-0.82801473,-0.18337795,0.5741748,-0.7114812,0.74312574,-0.95986235,0.9845597,0.20807795,0.8037833,0.03371068,-0.7939619,-0.8352209,0.17129572,0.021660428,0.7413946,0.7626196,0.71812016,0.020522155,0.94007313,0.95271087,0.36539677,0.3818208,-0.6085463,-0.43842056,-0.47442695,0.6174669,0.61022604,-0.13842599,0.97827464,0.7972288,0.491378,-0.035375677,-0.7214746,0.5993158,0.53654754,-0.42038563,-0.98511523,-0.6445923,-0.03816316,0.26628506,-0.8795668,-0.326383,0.389657,0.65891266,0.45524487,-0.9439591,-0.5264142,-0.8769853,0.79661983,-0.57364655,0.9438263,0.55190605,-0.47184345,0.06838413,0.5424423,0.9785952,0.7377335,0.30544353,-0.62544245,0.54387635,0.43697426,-0.9848015,-0.26106244,0.05875263,0.18042545,0.41957986,0.4377826,-0.42249075,0.5088996,0.85288155,-0.70046157,0.53452206,0.5101728,-0.7453638,-0.14361282,0.104690045,0.025686203,0.26927793,-0.33116782,0.0318397,0.27883276,-0.95852727,0.89583015,0.039411716,0.810943,-0.860037,-0.19106911,0.4540038,0.14799145,0.7000753,-0.7308375,-0.3037204,0.9375168,0.22448012,-0.89478207,0.8786391,0.56330353,0.3938388,-0.5438763,0.5636555,-0.4755178,0.2597313,0.7757044,-0.30051455,0.38812494,-0.21933614,0.8168797,-0.59370005,0.3145187,-0.3379227,-0.35858536,-0.62777305,0.9498736,0.4691721,-0.25443745,-0.31067473,0.36985138,-0.82235324,-0.88323206,0.605023,0.758397,-0.7637165,-0.91589695,-0.76544166,-0.55039614,-0.6563502,-0.70836186,-0.64327264,0.40394166,-0.7557164,-0.5384008,0.38804275,0.1256334,0.643915,0.7979415,-0.09445327,-0.50755376,0.14701463,0.44180536,-0.54612887,-0.6342909,-0.46110576,-0.5254848,-0.22090644,0.4131855,0.48377684,-0.061073273,-0.6659578,0.6475895,-0.7134938,0.38584635,0.13710068,0.37893698,0.47859135,-0.31741077,-0.34349248,0.49574545,-0.84682006,0.7434108,0.82085824,0.36361456,0.7969173,0.31629384,-0.29224604,-0.4779978,-0.5841971,-0.33780348,-0.57254595,-0.8876089,-0.7554037
,-0.14133878,0.2965928,0.6869348,0.59775406,0.51738846,-0.39407712,-0.656342,-0.94494206,0.48771188,-0.010361077,-0.067810364,0.68747294,-0.07802969,0.78108746,-0.99472946,0.20992571,-0.44379735,0.2463422,-0.4512952,0.8286363,-0.65228456,0.681058,-0.3241752,0.53478646,-0.635921,0.16755727,0.51223755,0.65444,0.33355498,-0.8586796,0.5404772,-0.017013384,0.81559306,-0.28437182,0.40013307,-0.89746374,-0.61883324,-0.17817502,0.6760134,-0.33532557,-0.2681563,-0.3215291,0.6977572,0.63705575,-0.78545827,0.027526552,0.5298538,-0.42216393,0.9015797,0.91361064,0.9721674,0.62052554,-0.46506733,0.9556094,0.402806,0.49855307,-0.44297102,0.24857995,0.07768747,0.5060668,0.278425,0.6678323,-0.7030425,0.06153056,0.9431283,0.123849995,-0.10939121,-0.33199742,0.86597407,-0.95852596,0.17003661,-0.15039665,0.12514046,-0.04146952,-0.97868013,-0.23721601,0.1275603,0.006492178,0.8181757,-0.94597125,-0.07699923,0.61355084,-0.03937504,0.15190642,0.57446444,0.4083758,-0.5717617,0.9027202,-0.5272556,-0.42334652,-0.6370162,0.56597006,0.04972196,-0.29994422,0.8715859,-0.7249041,-0.2706706,-0.758109,0.65134597,-0.80273014,-0.07700391,0.013437103,0.7568273,-0.4030689,-0.88289857,-0.7988369,0.02558694,0.079637446,-0.8930956,-0.73574317,-0.22937165,-0.53431416,-0.015944267,-0.061432213,0.74859864,-0.7285457,0.31198582,-0.16709347,-0.54859644,-0.5302288,-0.21440165,-0.9015648,0.4466308,-0.74921,0.83806753,0.51689804,0.80967736,-0.77743816,-0.14160597,0.76496476,-0.48778996,-0.12116146,-0.9032787,0.30560082,0.7600127,-0.43828893,-0.9787924,-0.23453467,0.95663667,-0.5389568,0.702938,0.68519,-0.27843058,0.76857334,0.5929894,0.6219002,0.40161943,0.41704768,0.6950305,0.39228004,0.42672896,-0.35636735,-0.5159741,0.61782515,0.36599508,-0.4619412,-0.47727218,-0.43024167,0.18245804,-0.45623243,0.16009682,0.85134435,-0.13355048,-0.46941504,-0.3036318,0.88440245,0.518097,-0.64745307,-0.43181452,0.56374985,-0.4296093,-0.9709241,0.16574965,-0.22319366,-0.32501113,-0.69021696,0.36137554,-0.94659585,-0.0157597,0.8472097,0.5011684,0.83417225,-0.80558634,0.78603846,0.42973506,-0.33031955,-0.20327152,-0.078662485,-0.5432683,-0.74432063,-0.8737216,-0.88895875,-0.91313255,0.4309379,0.98169243,0.37965286,-0.9845126,-0.50555676,-0.88127977,-0.79271716
,-0.9887183,0.041069694,0.20347069,0.28919712,0.2206925,0.72085255,0.32532877,-0.45983478,-0.059971426,-0.77654856,0.7073841,-0.48761922,-0.34080815,-0.4478138,-0.6525722,-0.735916,-0.2864758,-0.44953603,0.47537914,0.25807986,-0.42771724,-0.9224008,0.25135553,0.3202273,-0.6257028,0.18701197,-0.29425508,-0.17700964,-0.50895363,-0.5491206,-0.7392227,0.9817056,0.078451015,0.5676265,0.33856672,0.80514514,0.03097235,-0.2420127,-0.16488165,0.3656428,0.45596632,0.9564716,0.463309,0.55101335,-0.0047103805,-0.56316036,-0.30519238,-0.82031876,-0.8959127,0.045250572,0.7732678,0.45460862,0.8995231,0.53475547,0.39066035,0.56402785,0.7645847,0.12238349,0.123809084,-0.009188652,-0.83617747,0.850709,0.40517375,0.68727046,0.7945748,-0.7259165,-0.09039267,0.9453943,0.34686077,0.92979854,0.85237294,-0.84410787,-0.6682638,-0.66650766,-0.64947736,0.93166715,-0.32687834,0.90345085,0.50125545,-0.50027746,-0.075310886,-0.7335161,-0.86736363,-0.9044822,0.29682127,-0.77005714,0.98833835,0.9039955,0.66001683,0.20184293,-0.52207667,0.18340592,0.5471298,0.21701837,0.4823822,-0.26522708,-0.0845456,0.20520774,-0.30887485,-0.987706,-0.11033608,-0.31988811,0.0036208096,0.09670519,-0.14547388,-0.20375863,0.7749144,-0.14865759,-0.61162686,0.39204925,0.053531334,0.785126,0.863114,0.4601793,0.9085891,-0.3208778,-0.85943764,-0.3182234,-0.53007394,0.7921686,-0.8517549,-0.14931712,0.17225938,-0.122609176,-0.96059626,-0.2409051,0.54975533,0.97478414,-0.7442643,-0.46888003,-0.54389405,-0.34924194,-0.16206665,0.29251862,0.8895681,-0.09480934,0.8445714,0.9308404,-0.51055944,0.20352936,-0.79099053,0.3110489,0.9319894,-0.91292536,-0.98672014,0.35403976,-0.9369134,0.13504328,0.49463975,0.27301022,0.18223365,0.86496925,-0.32541993,-0.5510347,-0.20985773,-0.6521322,-0.13936393,0.97242486,-0.7495859,0.5291472,0.41760853,-0.80482596,-0.4018996,-0.965591,-0.4534301,-0.020956455,-0.50876695,0.7304241,-0.4674132,-0.5300834,-0.11702354,-0.46225598,0.7328664,0.41040465,0.51030356,0.18769734,0.07634797,-0.957379,-0.8861595,-0.37777826,0.9979339,-0.8144273,-0.59236306,0.40139997,-0.031512972,0.20166412,-0.17152543,-0.14965378,0.9907777,0.08480857,0.16107506,0.11052346,-0.45483905,0.023270736,0.5110379,0.8446564,-0.887249,0.21216415,0.10823364,-0.5807133
,-0.27558243,-0.9836479,-0.051130943,0.7725671,-0.9783519,0.77732074,-0.7402469,0.28623715,0.3690866,-0.5957285,0.4726525,-0.5235272,-0.53591084,-0.36508864,-0.11797127,0.06759691,-0.46818984,0.6076579,0.795731,0.37599,0.38022736,-0.31679973,-0.09531769,0.7291126,0.4500879,-0.729916,-0.9673081,-0.34525245,-0.39682442,0.6023547,0.26058164,-0.84857774,-0.30203536,-0.45560896,-0.40207285,0.16009164,-0.41202423,0.66600794,-0.061226077,-0.49669185,-0.64197135,0.8456925,0.75448906,0.22079661,0.69245154,0.74867994,0.3177043,0.85826975,-0.9021414,-0.16019821,-0.4852436,0.85412705,-0.22499514,-0.43331107,0.3855867,0.8508475,-0.02393056,-0.42130283,0.31282952,-0.6878192,0.98340636,0.5702508,-0.05596626,0.52186584,0.6665726,-0.4366418,0.8258963,-0.12994653,-0.76251423,-0.49886078,0.72615516,-0.018632239,-0.28768516,-0.9074741,0.51824397,-0.991361,0.6699676,-0.7778586,-0.5778929,-0.88504267,0.1785748,-0.21982169,0.4866436,0.019734202,-0.6531786,0.15154724,0.72371995,0.87128896,0.092093244,0.5356541,0.3224765,0.4410114,-0.6525203,-0.8336207,-0.64191836,-0.4985771,0.25146398,0.33640188,-0.5156716,0.47986263,-0.6068837,0.13521518,-0.77176857,-0.90187657,-0.4684463,0.6852273,0.19090219,-0.8152297,-0.12116936,-0.67098093,-0.32207257,0.95782596,-0.3974269,-0.36901894,0.87333375,-0.9462037,0.89920753,0.5631118,-0.9702504,0.44986045,-0.12213806,0.03967281,0.77666396,-0.122577205,-0.16989379,0.6394561,-0.38237298,0.55768377,0.19062342,0.18757832,0.45525417,-0.47653648,-0.24639274,-0.66456383,0.9448452,0.35962796,-0.63962466,-0.54320765,-0.20379595,-0.06697286,-0.5289289,-0.3805355,0.76599663,-0.73847294,-0.5994184,0.08934856,-0.41293743,0.6161768,-0.7334902,0.4412651,-0.6379425,0.897292,-0.06481587,0.70828366,0.39639968,-0.88343436,-0.611292,-0.2136173,-0.57420295,-0.15888321,-0.89509434,-0.73394537,-0.86931485,0.46885,-0.67712045,-0.39949897,-0.43714148,-0.21342112,0.23985618,-0.3707673,-0.9532463,-0.38744763,0.5839301,0.45038903,0.9176472,-0.92316824,-0.10870331,0.6237521,0.56162417,0.32214803,-0.6782341,0.46820197,-0.37089762,-0.76519996,0.37799454,0.8889634,0.51824373,-0.08732912,-0.20069228,-0.7062792,0.8009165,-0.5712735,-0.50372994,0.31606543,-0.34481806,-0.572441,-0.76856315,-0.8331395,0.79010946,-0.21496063
,0.68228036,-0.12972674,0.12915336,-0.828167,0.39867496,0.69841456,0.13159476,0.085987955,0.5774393,-0.9184213,0.92295486,-0.96854264,-0.2658142,-0.26068467,-0.543719,-0.28246015,0.14175282,-0.72901314,0.9258351,0.99270666,0.02538582,-0.60355604,-0.6170172,0.59698766,0.37280592,-0.42814448,0.6217507,-0.948986,0.9962691,0.5874352,-0.22651593,0.5471012,0.5617718,-0.91124034,-0.65041155,0.9451497,-0.031741627,-0.09179643,0.4361946,-0.40187415,0.5692107,0.86643744,0.6990586,-0.21936029,0.3400525,0.45606557,0.2917696,0.7926736,-0.6743112,-0.61817545,0.38244367,-0.29800284,0.012773517,0.0749298,-0.3890184,0.3186821,-0.4004168,-0.32725397,-0.09416561,0.25961614,0.09249797,-0.48296383,0.93062717,0.18128009,0.46122235,0.109329805,-0.2375734,-0.6181931,-0.22724901,0.38294023,-0.9508702,0.003288527,-0.14369203,0.33688807,-0.4880693,-0.77182484,-0.6425175,-0.43267807,-0.6059818,-0.06626309,-0.6112472,0.45643142,-0.57533085,-0.2619615,0.29937768,0.152576,-0.72098804,-0.09183119,0.20484644,-0.19637662,0.42584142,0.24226387,-0.21929884,0.57331187,0.15281011,0.75387007,0.7327743,-0.106057525,-0.3119193,-0.28613734,-0.45306265,-0.13317448,0.28352666,-0.06898014,0.079706594,-0.78753257,0.24173857,-0.016546601,0.8417222,-0.12413806,0.94574744,-0.21682943,0.38784093,0.49649426,0.35939184,0.6931022,0.46761546,0.94194597,0.66312945,0.7881379,-0.89666253,-0.5639491,-0.84075093,-0.15177324,-0.7616505,-0.23687558,0.9609973,0.5452327,0.51628774,-0.71561724,-0.7221569,0.3019103,-0.51962954,3.5228915E-4,-0.109773844,-0.85296667,-0.63986045,0.11071522,0.52276224,-0.51101553,0.110677004,0.9560244,-0.78758496,-0.8931586,-0.6849572,-0.5639488,0.4909045,-0.34156227,0.7486401,0.28698608,0.55849993,-0.28218895,-0.74438745,0.66071224,-0.92579573,-0.42515546,-0.14277327,-0.06604901,0.55802935,0.74673027,0.3156556,-0.80793476,-0.052436404,-0.23774551,-0.788254,-0.5295627,-0.15923895,0.5351795,-0.32048294,-0.3669327,-0.20760143,0.09784546,0.034935042,0.8366373,-0.76508313,-0.46113953,-0.5958733,-0.46676934,0.5108326,0.86107814,0.46852082,-0.020686481,-0.69152623,0.73727834,-0.77777135,-0.23996139,-0.86910623,-0.5302899,-0.5090014,0.6641586,0.48645893,0.6539726,0.6449597,-0.09366106,-0.24032675,0.6084385,-0.261239,0.25884956,0.28455254,-0.36984769
,-0.887377,0.64677715,-0.36151227,0.44947088,0.60647035,0.6317677,0.7294099,0.6773468,-0.17663702,0.9102646,-0.7201095,0.25536713,0.98175883,-0.06975718,0.77504265,0.8476341,-0.4741214,0.4314236,-0.3005131,0.47564468,-0.096460834,-0.22012211,0.54222685,0.2744072,-0.3157356,-0.02474594,-0.13786864,0.11495687,-0.2159492,0.9330321,0.8972131,0.21476053,-0.9735535,0.28926286,0.02600848,-0.9373055,-0.18849415,0.7541395,-0.92798483,-0.908505,0.13254774,0.98269093,-0.9283303,0.98500794,-0.98854536,0.26819026,0.2808175,0.4967658,-0.46406555,0.45908993,-0.032159857,-0.6790557,-0.79642934,-0.9176974,0.579971,-0.13720416,-0.5350917,-0.11456699,-0.6331545,-0.7784915,-0.6100167,0.8494574,0.3311972,-0.8968595,-0.6702886,0.9198345,0.4888739,-0.34720373,-0.13445857,-0.1085944,-0.69909936,0.5327715,0.9842688,-0.8138196,-0.13847736,-0.20070326,0.24007006,-0.1466836,-0.41723514,0.8519458,0.022201303,0.07122834,0.7139503,0.13629909,0.6856183,0.6193358,0.14226624,-0.62732786,-0.06561759,0.32422787,0.52968,-0.53388995,-0.30470118,-0.6845167,-0.68210936,0.19053355,-0.024982627,-0.47808394,-0.6636135,0.0242453,0.6639672,0.7504401,-0.27092907,-0.95949686,-0.822627,0.25031862,0.79165006,0.00801369,0.9543917,0.58937037,0.47133052,0.44046733,0.83780575,-0.030556312,-0.5034584,0.26657715,-9.2093815E-4,-0.29869223,0.8908714,-0.97995585,0.47548535,-0.12895204,0.68600893,-0.32563382,0.86568457,0.021552265,-0.4918512,-0.7162606,-0.21670765,-0.089148425,-0.5509994,0.3805594,0.6402704,0.64062005,0.7588624,0.7393066,0.085582964,-0.3815454,-0.60393584,-0.25694084,-0.37324283,0.69245946,0.97177523,-0.9428547,0.9084329,-0.5076383,0.5892903,-0.91488045,-0.55571073,0.6283902,-0.39269626,0.07179408,-0.09559978,-0.82585734,0.8595607,0.37617323,0.94090384,0.102618076,0.2993823,-0.97551817,-0.48885238,-0.16268115,0.56274873,-0.8954898,-0.45649916,-0.16342337,-0.654174,-0.81224424,-0.29762462,0.61266464,0.8020973,0.20996486,-0.16610865,0.81329316,0.73886794,0.15347676,-0.94741094,-0.42006084,0.997398,0.15901041,-0.20435931,-0.774186,0.80804837,0.46914667,0.34991547,-0.13300894,-0.45208067,0.36632296,0.34474814,-0.651924,-0.6662063,0.3139354,0.4996676,0.103852645,-0.47771922,-0.34374288,0.4913375,0.88568544,0.78582764,-0.64171124
,0.8578114,0.3122481,-0.17170224,0.10966103,-0.135366,-0.061966166,-0.6584161,0.50861454,0.7143185,0.025747437,0.8244826,0.54849607,0.4070721,0.450439,-0.8940653,-0.5967751,0.13329963,0.97729236,0.1846994,-0.940191,-0.7991175,-0.6489573,-0.14856502,0.36789823,0.669252,-0.78856,0.062147252,-0.6924735,0.09788607,-0.35698265,-0.16244729,0.3530038,0.061579686,-0.12828857,0.735132,-0.6547519,-0.26294523,-0.5446505,-0.30752,-0.028791621,-0.9265443,-0.45644,-0.1318424,-0.25420037,0.7813301,-0.72605014,0.94118565,-0.8840648,0.3459132,0.7893309,-0.27556115,-0.92324036,0.69315434,-0.76158386,0.9391985,0.044158738,-0.41738272,0.38493612,0.7617576,0.7377374,0.83037955,-0.064711586,-0.016090654,-0.46134508,0.7622918,0.67655367,-0.31292492,0.37050334,-0.5292361,0.98105973,0.6429425,0.68049353,0.42459393,0.67035365,0.1736722,0.28266814,-0.051787328,-0.59787625,-0.33470845,0.06497249,-0.025303897,0.3794157,0.3691975,-0.063856766,-0.211697,-0.7566325,0.3399254,-0.68859583,-0.39229104,-0.6706861,-0.7136508,-0.81390685,0.13852683,0.30902356,0.88561386,0.049621914,-0.87842226,-0.080164574,0.97274506,0.42270315,0.15624246,0.13828911,-0.6706685,0.8379094,-0.48614585,0.7721489,0.57177174,-0.51187855,-0.853421,-0.4857447,0.20279595,0.6216507,0.12767622,-0.8992258,0.5684288,0.47313246,0.66332936,0.50424707,-0.6752825,0.3951361,-0.08674316,-0.0046190214,0.5926585,0.9579259,-0.8839876,-0.90305907,0.19591689,0.9996736,0.53140825,-0.5682414,-0.05540027,0.30315053,-0.8069353,-0.7490695,-0.6155163,0.14337496,-0.53828895,0.67014533,0.49266848,0.96680987,-0.19726093,0.60213715,-0.5406252,-0.4986644,-0.5172368,0.8000869,0.15703791,0.7596657,-0.09421466,-0.46069235,-0.39103016,-0.60014004,0.17427912,-0.09924864,0.22395138,0.9514348,0.41622424,0.1092118,0.27983764,0.13446724,-0.117861226,-0.58621544,-0.15233922,0.7559047,-0.42134896,-0.33588657,0.23417461,-0.36583886,0.7991158,-0.27471405,-0.30159053,-0.6036367,-0.46259442,0.42925128,-0.9470651,-0.99024546,-0.5867309,-0.39670813,0.472573,0.16614899,0.6648182,-0.13483015,-0.108145215,-0.60729945,0.049885817,-0.17177457,0.98453367,0.4640155,0.60486305,-0.0569693,-0.8012133,0.4919968,0.10067103,0.33037135,-0.32245123,-0.051034503,0.38066795,0.96677494,0.6553112,-0.16724993
,0.288087,-0.4322194,0.697535,-0.17458737,0.6725242,-0.96985877,-0.7341545,-0.9945067,0.073125474,0.19965221,-0.6899095,0.05902582,0.5409922,0.5365564,0.06731427,0.5817464,0.6016637,-0.8603054,0.44193688,0.77701676,0.8122663,0.19007248,-0.5835436,0.34770006,-0.7550886,-0.65129894,0.097794645,-0.32263505,-0.2622162,0.5909216,0.94549596,0.77066016,0.6461961,0.697881,-0.20170824,-0.5908636,-0.9392608,-0.6762391,-0.38609207,-0.1997111,-0.5931639,-0.87862843,0.9885345,-0.70339435,-0.21209611,-0.043021575,0.6646618,0.6754039,0.85975593,-0.60673755,0.47024882,0.5647945,0.4639879,-0.04173002,-0.1930018,0.26558456,0.93799776,-0.22361892,-0.54931134,-0.586339,-0.05331581,0.54161745,0.867076,-0.6293778,-0.5959072,0.93601865,0.59810823,-0.3854463,0.580184,0.9065716,0.9818373,0.887054,-0.56752604,-0.25788817,-0.10450358,-0.40528572,0.6059512,-0.9480121,0.7509534,-0.21175031,-0.48081663,-0.51687926,0.82581735,0.4562954,0.9087557,-0.3032398,0.36809096,-0.9850022,-0.45829946,-0.34974703,-0.30944657,-0.66075546,-0.12882158,-0.7707301,-0.867279,0.5742792,0.90605825,-0.11791091,-0.04286312,-0.50765383,0.0892636,0.12493948,-0.46989763,-0.160942,0.84234107,0.91173565,-0.13739361,0.5500718,-0.33092904,-0.54404867,-0.014176791,-0.44651735,0.52455056,-0.4595776,-0.59300005,-0.21995372,0.54928225,-0.70342004,-0.17071958,0.049322426,-0.3145185,-0.6864297,-0.2821116,0.77949667,-0.89933443,-0.28204152,-0.4138073,-0.09809224,-0.32728863,-0.38919577,-0.65067405,-0.2705053,0.6832682,-0.88283944,-0.3944843,0.40736455,0.6563053,0.4156931,-0.9965576,0.65909886,-0.45997965,-0.84653795,0.1712567,-0.49726176,0.5170439,-0.77476954,0.7391718,0.10242006,-0.56067425,-0.26854917,-0.5027915,0.2729118,-0.589762,0.027279785,-0.5149549,-0.07452382,-0.92923814,0.17219284,-0.5871998,-0.20927751,-0.21794523,-0.9188548,0.68163985,0.43953773,-0.21716341,0.8911884,0.4461337,-0.12501542,-0.8384816,-0.22987325,0.9150913,0.2812483,0.262197,-0.43751407,-0.36189657,-0.4478061,0.707131,0.2201667,-0.113762036,0.6534751,-0.86257446,0.18574364,-0.81798655,-0.860642,0.10375568,-0.54156,0.19174446,-0.43097496,-0.636845,-0.46982846,0.7539965,0.74795634,-0.99375343,-0.48158634,0.35931438,-0.09546768,0.4096845,-0.55326426,-0.13531548,0.41436505
,0.83911115,0.09722289,0.1804164,-0.12149812,0.5153179,0.012409753,-0.9844656,-0.29676235,0.7207807,-0.8592727,-0.44856134,-0.48946112,0.7286848,-0.9391973,0.677578,-0.8296538,0.19374155,-0.047532037,-0.73621035,0.86169815,0.3733399,-0.5860229,0.17893223,-0.39823356,-0.023928834,-0.81856245,-0.6611424,-0.8217024,-0.20224091,-0.25102448,0.8743914,0.4117139,-0.10999403,-0.27320006,0.8312445,0.8160234,-0.3161127,0.77490336,-0.17007221,-0.5277423,-0.6082781,-0.45452112,0.29661882,0.07271712,-0.06600885,-0.38991565,-0.20791706,0.12947646,0.43583074,0.679928,-0.46185905,0.31074035,0.92491555,0.13155293,-0.15250583,-0.5361913,0.6802378,0.69592255,-0.053409915,-0.6745862,0.46558782,-0.8497184,0.72495526,-0.57553107,0.029052347,-0.7101206,-0.8605977,-0.28155714,0.19815117,0.1763092,-0.80291724,0.35815677,0.39068106,-0.16076471,0.26492015,-0.7518762,-0.7867544,0.9562087,-0.8271781,-0.34590685,-0.76097995,0.5193402,-0.7650352,0.9169522,-0.024476303,0.85481536,-0.21630317,-0.73605096,-0.829143,-0.4618147,0.68874484,0.70329523,0.86354256,-0.43816188,0.3182471,-0.12032999,-0.25807422,-0.19627196,0.06262877,0.67210925,0.23703954,0.3903788,-0.9279382,-0.802227,-0.9089784,0.86290723,0.6396574,-0.47220895,0.2569823,0.09877215,0.39595792,-0.11611873,0.48298895,-0.0106198,-0.5956854,-0.6240714,0.6729639,-0.6753887,-0.7638122,-0.34477702,-0.6693734,0.074520715,-0.18950312,-0.26402995,0.65201354,-0.27143177,0.9875539,-0.22196674,-0.5784788,-0.430544,0.90951383,-0.6424023,0.4205475,-0.7293001,0.6390347,0.3355116,-0.51749814,0.93924206,0.114501886,0.76995087,-0.53260225,0.16448903,0.5378212,-0.30507946,-0.8656373,-0.28140467,0.48245496,-0.31688172,-0.52159196,-0.9553963,0.7252928,0.7807985,-0.69629806,-0.3045385,0.73341924,0.49789092,0.34343284,0.72243404,0.57434386,-0.53872114,-0.52609587,-0.21568097,-0.6445955,0.9346476,0.66073257,0.8487658,-0.918071,-0.8849554,-0.13787776,-0.89124334,-0.3527333,-0.9591299,0.07569578,0.53328305,0.4260377,-0.78086245,0.2779367,0.96591437,0.030825138,0.56036985,-0.15558925,-0.11453712,-0.24285328,-0.59490865,0.2684472,-0.20163152,0.2290134,-0.28574765,0.45634842,0.58770454,0.24407022,-0.15999158,0.2847862,0.32420036,-0.7492059,0.37328464,-0.4423177,-0.13584803,0.87772214,-0.20589371
